No	music_no	member_no	date	amount
2850	257	12	2018-11-20	6
2851	194	12	2019-05-07	8
2852	113	12	2019-02-16	6
2853	76	12	2019-01-21	10
2854	296	12	2018-06-08	7
2855	61	12	2018-07-25	6
2856	291	12	2018-08-16	6
2857	218	12	2018-05-25	3
2858	138	12	2018-11-24	6
2859	167	12	2018-09-02	7
2860	46	12	2019-02-22	10
2861	43	12	2018-10-15	10
2862	221	12	2018-10-15	8
2863	232	12	2018-06-23	7
2864	266	12	2018-06-01	1
2865	313	12	2018-10-21	3
2866	160	12	2019-01-03	1
2867	128	12	2018-08-03	7
2868	278	12	2019-05-13	1
2869	60	12	2018-09-20	1
2870	148	12	2019-04-03	6
2871	176	12	2018-06-19	7
2872	36	12	2018-12-11	10
2873	224	12	2019-04-09	8
2874	3	12	2018-05-28	4
2875	129	12	2018-09-28	3
2876	45	12	2019-03-16	5
2877	281	12	2018-06-10	7
2878	55	12	2018-04-26	1
2879	123	12	2018-08-16	3
2880	166	12	2018-09-25	2
2881	133	12	2019-02-18	8
2882	236	12	2019-03-03	1
2883	84	12	2019-05-01	10
2884	32	12	2018-08-12	7
2885	317	12	2018-06-14	7
2886	114	12	2019-03-12	5
2887	51	12	2018-09-10	9
2888	37	12	2018-06-10	5
2889	314	12	2018-10-31	1
2890	191	12	2018-07-13	1
2891	216	12	2018-08-17	6
2892	227	12	2018-11-20	10
2893	200	12	2019-03-12	10
2894	130	12	2018-04-28	10
2895	246	12	2018-04-21	8
2896	116	12	2019-04-27	8
2897	91	12	2018-10-24	7
2898	93	12	2018-07-27	3
2899	222	12	2019-01-19	10
2900	277	12	2018-12-11	3
2901	147	12	2018-09-02	6
2902	310	12	2018-07-20	7
2903	212	12	2018-10-11	1
2904	34	12	2018-09-27	2
2905	117	12	2018-09-02	9
2906	182	12	2018-07-05	2
2907	276	12	2018-09-18	10
2908	249	12	2018-06-25	8
2909	1	12	2018-06-27	5
2910	69	12	2018-09-10	8
2911	174	12	2019-02-10	2
2912	183	12	2018-12-31	2
2913	264	12	2018-05-15	6
2914	58	12	2019-04-02	3
2915	122	12	2018-08-20	7
2916	152	12	2019-04-13	1
2917	269	12	2018-07-23	9
2918	189	12	2019-04-21	7
2919	57	12	2019-03-31	6
2920	131	12	2018-11-01	8
2921	66	12	2019-03-11	2
2922	204	12	2018-12-23	10
2923	108	12	2018-08-01	8
2924	81	12	2018-11-22	10
2925	35	12	2019-05-17	4
2926	187	12	2018-09-25	8
2927	56	12	2018-07-25	10
2928	62	12	2018-06-01	2
2929	209	12	2018-11-30	1
2930	41	12	2018-12-14	3
2931	142	12	2019-01-10	5
2932	27	12	2018-08-06	3
2933	178	12	2018-12-25	8
2934	26	12	2019-02-18	3
2935	149	12	2019-03-31	3
2936	319	12	2018-06-13	10
2937	136	12	2019-04-02	3
2938	287	12	2019-05-12	6
2939	172	12	2018-11-25	4
2940	253	12	2018-05-22	3
2941	300	12	2018-06-22	8
2942	145	12	2018-06-07	7
2943	294	12	2018-06-24	6
2944	159	12	2019-03-28	9
2945	306	12	2019-02-09	4
2946	179	12	2018-05-06	5
2947	237	12	2018-09-28	10
2948	229	12	2018-10-23	1
2949	316	12	2019-04-30	9
2950	88	12	2019-03-13	8
2951	8	12	2019-04-30	5
2952	150	12	2018-09-13	9
2953	14	12	2019-04-02	6
2954	28	12	2018-07-20	2
2955	100	12	2018-11-07	6
2956	223	12	2019-03-06	7
2957	267	12	2019-03-19	7
2958	219	12	2018-07-05	4
2959	65	12	2019-04-08	1
2960	92	12	2018-06-27	7
2961	144	12	2018-12-11	6
2962	146	12	2019-04-01	6
2963	286	12	2018-08-17	10
2964	197	12	2018-10-01	9
2965	77	12	2018-10-26	4
2966	292	12	2018-11-03	2
2967	111	12	2018-09-05	5
2968	280	12	2019-03-18	10
2969	170	12	2018-04-24	9
2970	89	12	2019-01-24	8
2971	59	12	2018-11-18	5
2972	109	12	2019-04-01	10
2973	168	12	2018-06-07	5
2974	318	12	2019-02-20	2
2975	101	12	2019-05-22	3
2976	18	12	2018-09-25	1
2977	104	12	2018-12-24	8
2978	20	12	2019-03-18	9
2979	188	12	2018-05-29	9
2980	184	12	2018-10-09	8
2981	259	12	2019-05-21	1
2982	162	12	2019-03-21	9
2983	282	12	2018-05-28	4
2984	186	12	2018-12-26	8
2985	16	12	2018-06-19	2
2986	141	12	2018-10-26	1
2987	39	12	2018-10-18	9
2988	181	12	2019-05-06	3
2989	258	12	2018-09-19	5
2990	177	12	2018-12-20	3
2991	103	12	2019-03-25	9
2992	199	12	2019-02-03	10
2993	73	12	2019-05-21	2
2994	47	12	2018-05-30	8
2995	203	12	2018-04-23	5
2996	230	12	2018-05-28	3
2997	241	12	2018-10-08	10
2998	243	12	2019-04-25	5
2999	110	12	2018-12-16	7
3000	260	12	2018-07-18	5
3001	120	12	2018-12-12	8
3002	290	12	2018-08-29	7
3003	171	12	2019-01-22	10
3004	235	12	2018-09-15	6
3005	284	12	2019-02-19	1
3006	54	12	2018-06-04	4
3007	64	12	2018-07-11	9
3008	217	12	2018-07-06	7
3009	256	12	2018-06-03	8
3010	226	12	2019-04-21	5
3011	124	12	2018-04-30	8
3012	210	12	2019-02-25	3
3013	233	12	2019-05-07	1
3014	206	12	2018-06-25	3
3015	211	12	2018-07-02	5
3016	192	12	2019-02-22	5
3017	180	12	2018-05-15	8
3018	95	12	2019-04-07	9
3019	74	12	2018-09-16	6
3020	70	12	2018-10-14	9
3021	139	12	2018-07-20	9
3022	293	12	2018-07-23	4
3023	119	12	2018-06-11	9
3024	78	12	2019-05-04	5
3025	273	12	2019-02-25	4
3026	98	12	2018-08-08	8
3027	107	12	2019-05-09	5
3028	242	12	2018-11-19	7
3029	244	12	2018-07-31	8
3030	304	12	2019-04-13	4
3031	231	12	2018-12-04	2
3032	213	12	2018-08-28	10
3033	4	12	2018-10-27	4
3034	2	12	2018-08-27	7
3035	21	12	2018-07-04	5
3036	220	12	2018-05-01	7
3037	201	12	2018-11-28	9
3038	53	12	2019-04-23	2
3039	165	12	2018-08-07	5
3040	248	12	2018-07-15	3
3041	308	12	2018-05-24	8
3042	25	12	2018-09-23	2
3043	228	12	2019-05-04	4
3044	163	12	2019-02-03	6
3045	29	12	2019-02-01	10
3046	127	12	2019-02-18	2
3047	33	13	2018-11-03	6
3048	1	13	2018-06-10	8
3049	195	13	2018-08-17	3
3050	300	13	2018-11-11	7
3051	26	13	2018-08-12	7
3052	111	13	2018-08-30	4
3053	172	13	2018-05-16	2
3054	7	13	2018-06-22	1
3055	242	13	2018-11-18	9
3056	115	13	2019-03-02	2
3057	22	13	2018-07-20	7
3058	178	13	2019-03-28	1
3059	83	13	2019-02-11	3
3060	29	13	2018-12-30	3
3061	231	13	2018-06-28	8
3062	294	13	2018-07-09	9
3063	99	13	2018-10-15	9
3064	212	13	2018-11-09	4
3065	66	13	2018-08-18	3
3066	142	13	2018-11-13	3
3067	249	13	2018-08-14	8
3068	255	13	2019-01-30	6
3069	14	13	2018-08-26	10
3070	132	13	2019-02-22	10
3071	65	13	2019-02-13	4
3072	266	13	2018-09-21	10
3073	179	13	2019-02-15	7
3074	88	13	2018-09-21	10
3075	160	13	2019-01-13	4
3076	68	13	2018-08-10	7
3077	13	13	2018-04-27	6
3078	248	13	2018-06-17	3
3079	183	13	2019-03-26	1
3080	239	13	2018-08-06	4
3081	269	13	2019-01-28	5
3082	192	13	2019-03-05	1
3083	89	13	2019-05-25	4
3084	152	13	2018-09-08	7
3085	57	13	2018-09-24	8
3086	308	13	2018-07-27	3
3087	304	13	2018-07-23	6
3088	219	13	2019-04-04	2
3089	307	13	2018-04-21	9
3090	188	13	2018-11-27	8
3091	149	13	2019-03-22	10
3092	200	13	2018-09-11	1
3093	112	13	2018-11-24	4
3094	216	13	2019-04-18	10
3095	98	13	2019-03-31	9
3096	283	13	2018-06-18	1
3097	116	13	2018-05-29	5
3098	297	13	2018-12-28	3
3099	245	13	2018-11-17	1
3100	58	13	2018-08-31	2
3101	108	13	2018-06-27	3
3102	4	13	2018-12-09	8
3103	94	13	2019-02-16	5
3104	84	13	2018-10-25	9
3105	157	13	2018-05-14	3
3106	313	13	2018-05-31	4
3107	273	13	2018-08-23	6
3108	42	13	2019-05-19	10
3109	70	13	2018-05-16	7
3110	106	13	2018-10-24	4
3111	285	13	2018-06-07	2
3112	309	13	2018-10-01	2
3113	206	13	2018-10-11	2
3114	170	13	2019-01-24	5
3115	247	13	2019-02-10	3
3116	51	13	2019-03-13	3
3117	144	13	2018-10-23	9
3118	213	13	2018-06-05	8
3119	230	13	2019-03-23	2
3120	238	13	2018-12-08	10
3121	257	13	2019-03-30	2
3122	124	13	2018-05-27	6
3123	222	13	2018-06-30	8
3124	175	13	2018-08-28	1
3125	118	13	2019-03-05	3
3126	182	13	2018-07-21	7
3127	48	13	2019-05-19	7
3128	276	13	2019-04-23	5
3129	27	13	2019-04-23	3
3130	138	13	2019-05-07	3
3131	250	13	2019-02-14	1
3132	260	13	2018-06-24	7
3133	52	13	2018-04-22	9
3134	67	13	2018-04-23	4
3135	180	13	2018-06-16	1
3136	185	13	2018-07-10	2
3137	126	13	2019-05-02	10
3138	128	13	2018-11-02	9
3139	79	13	2018-10-17	5
3140	318	13	2018-08-02	4
3141	261	13	2019-04-28	2
3142	151	13	2019-02-22	1
3143	259	13	2018-10-29	10
3144	62	13	2018-11-04	6
3145	8	13	2018-12-15	3
3146	243	13	2018-12-29	8
3147	43	13	2018-05-01	8
3148	301	13	2018-06-14	4
3149	100	13	2019-01-03	2
3150	105	13	2018-10-31	3
3151	143	13	2019-02-09	9
3152	72	13	2018-04-24	10
3153	265	13	2019-04-23	6
3154	279	13	2019-01-12	5
3155	169	13	2019-03-15	5
3156	44	13	2019-03-18	7
3157	41	13	2019-01-27	3
3158	190	13	2019-04-13	9
3159	291	13	2018-06-28	6
3160	135	13	2018-08-25	5
3161	205	13	2019-05-20	2
3162	221	13	2018-11-19	3
3163	296	13	2019-01-21	3
3164	295	13	2018-11-17	9
3165	39	13	2018-06-06	3
3166	130	13	2018-12-27	4
3167	11	13	2018-11-19	3
3168	129	13	2019-05-09	1
3169	210	13	2019-03-11	10
3170	167	13	2019-01-08	5
3171	317	13	2018-06-10	1
3172	147	13	2018-06-05	4
3173	177	13	2018-11-30	9
3174	224	13	2018-06-19	9
3175	56	13	2018-05-24	6
3176	123	13	2018-12-03	9
3177	271	13	2019-02-16	5
3178	194	13	2018-09-28	1
3179	54	13	2018-09-28	9
3180	264	13	2019-05-13	7
3181	204	13	2018-09-16	10
3182	9	13	2019-05-18	4
3183	110	13	2019-05-07	8
3184	12	13	2018-05-29	7
3185	159	13	2019-02-19	4
3186	32	13	2018-11-20	1
3187	131	13	2019-05-14	3
3188	229	13	2018-12-12	4
3189	275	13	2018-12-13	4
3190	146	13	2018-08-04	6
3191	252	13	2018-11-17	2
3192	30	13	2018-08-03	1
3193	64	13	2018-06-25	1
3194	153	13	2018-06-21	4
3195	95	13	2019-01-21	2
3196	173	13	2019-03-18	4
3197	103	13	2018-07-11	6
3198	258	13	2018-10-28	8
3199	233	13	2019-01-26	6
3200	246	13	2018-07-02	2
3201	299	13	2018-08-12	7
3202	193	13	2018-12-30	10
3203	191	13	2018-12-21	8
3204	49	13	2018-06-18	5
3205	10	13	2018-08-21	10
3206	93	13	2019-05-21	3
3207	15	13	2018-07-08	5
3208	114	13	2019-03-15	6
3209	24	13	2019-03-31	2
3210	86	13	2018-10-01	10
3211	227	13	2018-12-10	4
3212	16	13	2018-12-12	3
3213	187	13	2018-10-27	10
3214	214	13	2018-07-22	1
3215	232	13	2019-03-05	10
3216	288	13	2018-12-14	7
3217	139	13	2018-12-09	8
3218	311	13	2018-05-13	7
3219	277	13	2018-04-21	2
3220	171	13	2019-05-08	10
3221	77	13	2018-05-14	2
3222	59	13	2018-10-11	7
3223	97	13	2018-07-03	8
3224	158	13	2019-04-05	2
3225	92	13	2018-05-26	3
3226	203	13	2019-01-13	10
3227	113	13	2018-05-18	9
3228	19	13	2018-07-12	1
3229	270	13	2018-07-08	1
3230	120	13	2018-11-11	3
3231	278	13	2018-06-27	6
3232	137	13	2018-08-03	1
3233	90	13	2018-07-15	10
3234	298	13	2018-09-04	1
3235	253	13	2018-11-08	8
3236	281	13	2018-07-27	4
3237	165	13	2019-01-30	1
3238	293	13	2019-01-23	2
3239	201	13	2018-08-02	4
3240	122	13	2019-03-16	6
3241	61	13	2018-11-01	7
3242	96	13	2018-12-15	1
3243	164	13	2018-08-12	3
3244	34	13	2018-07-24	10
3245	117	13	2018-06-17	2
3246	220	13	2019-04-11	1
3247	25	13	2019-03-24	8
3248	215	13	2019-04-25	3
3249	267	13	2018-10-08	7
3250	82	13	2018-10-29	7
3251	196	13	2019-04-25	6
3252	162	13	2018-10-23	7
3253	234	13	2018-07-28	4
3254	55	13	2019-02-04	9
3255	136	13	2018-08-20	10
3256	5	13	2018-08-16	6
3257	28	13	2018-08-17	4
3258	46	13	2019-01-30	3
3259	40	13	2018-04-21	8
3260	262	13	2019-04-18	1
3261	223	13	2018-04-25	8
3262	225	13	2018-10-24	6
3263	263	13	2018-12-31	8
3264	35	13	2019-04-02	4
3265	156	13	2019-05-10	10
3266	166	13	2019-02-06	2
3267	109	13	2019-05-25	8
3268	280	13	2018-05-16	5
3269	150	13	2019-02-05	7
3270	21	13	2018-08-08	5
3271	102	13	2019-02-13	4
3272	290	13	2018-09-06	6
3273	121	13	2018-12-03	1
3274	303	13	2018-04-23	3
3275	189	13	2018-11-02	5
3276	289	13	2019-03-30	10
3277	207	13	2018-04-26	4
3278	71	13	2019-03-31	2
3279	316	13	2018-08-13	9
3280	163	13	2019-04-01	1
3281	226	13	2018-06-07	4
3282	36	13	2019-03-19	2
3283	91	13	2018-06-19	7
3284	312	13	2018-06-24	7
3285	241	13	2018-07-04	10
3286	107	13	2018-12-01	6
3287	174	13	2018-10-15	2
3288	63	13	2018-10-18	5
3289	18	13	2018-05-27	1
3290	2	13	2019-05-11	6
3291	253	14	2018-12-18	4
3292	180	14	2019-05-06	6
3293	132	14	2018-07-15	10
3294	1	14	2018-09-01	10
3295	203	14	2019-01-13	8
3296	208	14	2018-04-27	5
3297	109	14	2019-01-31	9
3298	140	14	2018-05-19	4
3299	221	14	2018-11-05	4
3300	316	14	2018-07-07	7
3301	177	14	2018-10-15	4
3302	213	14	2019-03-15	2
3303	229	14	2018-06-05	7
3304	282	14	2018-05-13	5
3305	238	14	2019-04-30	3
3306	35	14	2019-04-19	6
3307	274	14	2018-07-29	9
3308	210	14	2018-08-14	4
3309	281	14	2019-04-30	5
3310	169	14	2019-05-18	5
3311	38	14	2018-07-22	4
3312	118	14	2018-06-06	2
3313	63	14	2019-05-16	8
3314	31	14	2019-03-17	9
3315	237	14	2019-03-30	5
3316	317	14	2018-07-24	9
3317	290	14	2019-02-05	10
3318	137	14	2018-07-31	4
3319	288	14	2018-05-27	9
3320	54	14	2019-04-23	3
3321	162	14	2018-12-04	2
3322	164	14	2019-02-14	3
3323	313	14	2018-12-17	2
3324	195	14	2019-02-02	2
3325	190	14	2018-07-03	9
3326	264	14	2018-12-30	8
3327	223	14	2018-10-11	1
3328	207	14	2019-01-06	10
3329	175	14	2018-09-04	8
3330	303	14	2018-11-19	1
3331	287	14	2019-04-29	8
3332	92	14	2019-02-03	7
3333	302	14	2018-11-18	6
3334	55	14	2018-10-24	5
3335	196	14	2019-03-02	2
3336	86	14	2019-03-28	4
3337	62	14	2019-02-09	9
3338	159	14	2018-05-05	2
3339	18	14	2018-12-27	9
3340	230	14	2018-12-02	5
3341	257	14	2018-06-19	4
3342	49	14	2019-03-16	1
3343	141	14	2019-03-20	4
3344	9	14	2019-05-14	10
3345	104	14	2019-04-24	8
3346	76	14	2019-01-10	10
3347	71	14	2018-06-05	6
3348	74	14	2018-12-26	6
3349	87	14	2018-05-09	6
3350	120	14	2019-05-22	3
3351	24	14	2019-03-30	8
3352	80	14	2018-10-01	9
3353	152	14	2018-07-09	8
3354	269	14	2018-12-07	5
3355	219	14	2019-02-11	5
3356	218	14	2018-09-23	4
3357	310	14	2018-06-02	6
3358	174	14	2018-12-30	7
3359	37	14	2018-09-07	4
3360	96	14	2018-11-03	3
3361	266	14	2019-05-07	3
3362	39	14	2019-04-05	4
3363	146	14	2019-04-07	1
3364	56	14	2018-06-04	2
3365	113	14	2019-03-10	9
3366	243	14	2019-04-19	9
3367	286	14	2018-07-04	2
3368	79	14	2018-11-01	10
3369	91	14	2018-09-02	1
3370	296	14	2018-11-23	10
3371	70	14	2019-05-21	5
3372	93	14	2018-11-05	2
3373	295	14	2019-03-06	5
3374	228	14	2018-12-18	10
3375	106	14	2018-12-28	9
3376	123	14	2019-02-03	9
3377	193	14	2018-12-11	1
3378	163	14	2018-06-25	2
3379	318	14	2018-08-12	5
3380	268	14	2019-04-13	4
3381	98	14	2018-11-29	2
3382	108	14	2019-03-27	5
3383	121	14	2018-08-05	5
3384	107	14	2018-11-02	10
3385	215	14	2018-05-15	9
3386	170	14	2018-09-11	6
3387	139	14	2019-01-21	8
3388	183	14	2018-08-09	6
3389	209	14	2019-02-07	8
3390	271	14	2018-06-24	6
3391	83	14	2019-04-18	2
3392	156	14	2019-02-20	6
3393	142	14	2019-01-13	4
3394	122	14	2019-04-24	7
3395	272	14	2019-05-23	7
3396	17	14	2019-04-17	9
3397	111	14	2018-05-23	10
3398	51	14	2019-05-20	10
3399	234	14	2018-09-24	5
3400	99	14	2018-11-24	6
3401	224	14	2018-09-05	8
3402	305	14	2018-05-25	6
3403	47	14	2019-05-23	5
3404	304	14	2019-05-06	2
3405	192	14	2019-01-07	5
3406	42	14	2019-02-06	6
3407	48	14	2019-05-11	5
3408	144	14	2018-09-12	9
3409	138	14	2018-10-20	7
3410	283	14	2018-06-07	2
3411	149	14	2019-04-17	9
3412	216	14	2019-03-10	7
3413	205	14	2018-11-26	4
3414	115	14	2018-07-16	9
3415	181	14	2018-12-02	7
3416	194	14	2018-09-22	4
3417	244	14	2018-07-27	8
3418	314	14	2018-11-21	1
3419	145	14	2019-02-28	5
3420	306	14	2018-05-12	2
3421	134	14	2019-01-25	7
3422	217	14	2018-09-14	2
3423	129	14	2018-05-31	9
3424	119	14	2019-04-06	7
3425	309	14	2019-05-18	1
3426	298	14	2018-12-23	1
3427	124	14	2019-04-09	3
3428	185	14	2019-03-07	10
3429	94	14	2018-04-26	9
3430	157	14	2018-11-28	6
3431	226	14	2019-01-31	4
3432	114	14	2018-11-08	7
3433	19	14	2018-06-07	10
3434	30	14	2019-01-03	1
3435	301	14	2019-03-17	2
3436	7	14	2019-04-29	7
3437	50	14	2018-06-17	8
3438	65	14	2018-06-23	2
3439	188	14	2018-12-14	7
3440	294	14	2018-05-03	10
3441	261	14	2018-10-03	2
3442	2	14	2018-05-23	5
3443	249	14	2018-08-14	7
3444	36	14	2018-05-21	1
3445	270	14	2019-05-11	4
3446	202	14	2018-08-23	6
3447	168	14	2018-12-11	1
3448	127	14	2019-04-22	4
3449	25	14	2019-04-12	4
3450	297	14	2019-04-06	1
3451	273	14	2018-09-18	7
3452	46	14	2018-09-16	2
3453	27	14	2018-08-12	3
3454	26	14	2018-11-14	6
3455	198	14	2019-02-10	3
3456	289	14	2018-07-28	2
3457	22	14	2019-03-02	2
3458	186	14	2018-09-29	9
3459	258	14	2019-01-23	10
3460	182	14	2018-10-01	8
3461	57	14	2019-04-19	6
3462	131	14	2018-06-07	4
3463	20	14	2019-03-16	8
3464	276	14	2018-06-28	7
3465	148	14	2018-04-23	8
3466	308	14	2018-08-02	3
3467	11	14	2019-03-02	9
3468	254	14	2018-07-02	10
3469	69	14	2018-07-13	8
3470	200	14	2018-08-06	4
3471	44	14	2019-01-27	2
3472	75	14	2018-08-23	9
3473	239	14	2019-04-01	6
3474	117	14	2018-10-27	9
3475	66	14	2018-10-28	4
3476	307	14	2018-08-01	9
3477	52	14	2018-06-20	7
3478	59	14	2018-11-03	1
3479	72	14	2018-05-11	5
3480	240	14	2019-03-21	2
3481	278	14	2019-04-03	10
3482	112	14	2018-06-28	7
3483	187	14	2019-02-15	5
3484	212	14	2018-04-21	8
3485	267	14	2018-05-09	2
3486	279	14	2018-12-05	10
3487	45	14	2019-02-20	7
3488	161	14	2018-06-15	6
3489	166	14	2018-08-18	3
3490	250	14	2018-06-04	4
3491	95	14	2019-04-13	5
3492	41	14	2018-10-14	3
3493	315	14	2019-02-10	7
3494	233	14	2019-05-05	7
3495	292	14	2018-06-25	8
3496	248	14	2018-09-14	2
3497	28	14	2018-10-07	7
3498	10	14	2018-08-01	8
3499	155	14	2018-12-06	8
3500	176	14	2018-09-04	3
3501	4	14	2019-01-12	7
3502	78	14	2018-06-03	9
3503	128	14	2018-09-26	7
3504	84	14	2018-07-01	10
3505	153	14	2018-06-27	10
3506	291	14	2018-09-18	9
3507	320	14	2018-11-30	4
3508	220	14	2018-04-30	3
3509	189	14	2018-05-22	8
3510	100	14	2019-03-30	8
3511	154	14	2018-09-09	9
3512	167	14	2018-08-23	10
3513	136	14	2019-05-25	1
3514	285	14	2018-11-10	3
3515	232	14	2019-01-11	9
3516	150	14	2018-07-26	9
3517	252	14	2019-01-02	9
3518	241	14	2018-11-21	3
3519	311	14	2018-05-26	8
3520	260	14	2018-06-11	8
3521	293	14	2019-04-30	6
3522	172	14	2018-12-31	8
3523	255	14	2019-02-04	8
3524	284	14	2018-08-18	9
3525	251	14	2018-08-10	8
3526	105	14	2019-04-01	8
3527	235	14	2018-06-14	10
3528	32	14	2018-08-20	8
3529	178	14	2018-07-28	6
3530	312	14	2019-01-13	5
3531	126	14	2018-09-14	6
3532	130	14	2018-06-28	9
3533	147	14	2019-04-12	7
3534	110	14	2018-08-17	9
3535	81	14	2018-10-25	1
3536	5	14	2019-02-27	8
3537	300	14	2018-06-01	5
3538	259	14	2018-07-31	3
3539	34	14	2019-03-09	6
3540	247	14	2018-10-27	5
3541	199	14	2018-09-17	1
3542	160	14	2018-12-05	1
3543	184	14	2018-09-11	6
3544	173	14	2018-09-29	10
3545	17	15	2018-10-04	3
3546	217	15	2018-07-24	3
3547	193	15	2018-06-17	9
3548	170	15	2018-11-03	5
3549	235	15	2018-09-02	9
3550	186	15	2018-12-11	8
3551	98	15	2018-05-06	2
3552	306	15	2018-09-06	4
3553	54	15	2019-02-08	6
3554	209	15	2019-01-22	4
3555	44	15	2018-05-13	5
3556	301	15	2019-01-29	8
3557	310	15	2018-12-31	4
3558	128	15	2019-01-03	5
3559	291	15	2018-10-10	9
3560	4	15	2018-06-18	9
3561	15	15	2018-06-06	5
3562	71	15	2018-12-09	3
3563	288	15	2018-11-07	10
3564	188	15	2018-09-30	9
3565	162	15	2019-04-08	1
3566	100	15	2019-04-12	6
3567	276	15	2018-09-30	4
3568	283	15	2018-09-26	2
3569	11	15	2018-08-26	3
3570	149	15	2018-06-09	6
3571	13	15	2019-01-10	8
3572	271	15	2018-06-21	3
3573	190	15	2018-08-08	4
3574	176	15	2018-12-15	2
3575	269	15	2018-11-19	7
3576	103	15	2018-12-16	2
3577	33	15	2018-08-06	9
3578	112	15	2019-05-16	1
3579	187	15	2018-12-09	8
3580	274	15	2019-01-20	8
3581	221	15	2018-07-16	8
3582	275	15	2018-06-24	8
3583	202	15	2018-11-01	1
3584	72	15	2018-09-19	7
3585	114	15	2019-02-18	2
3586	58	15	2018-11-21	7
3587	211	15	2019-03-19	3
3588	298	15	2019-02-25	3
3589	90	15	2019-04-10	6
3590	26	15	2019-01-25	2
3591	257	15	2019-04-08	4
3592	30	15	2018-09-14	5
3593	311	15	2019-01-20	4
3594	32	15	2019-03-02	6
3595	300	15	2018-05-17	10
3596	225	15	2019-02-23	9
3597	68	15	2019-02-02	8
3598	45	15	2019-02-16	9
3599	125	15	2019-03-23	1
3600	179	15	2019-03-04	3
3601	22	15	2018-12-26	3
3602	102	15	2019-04-12	6
3603	239	15	2018-10-07	10
3604	75	15	2018-07-06	4
3605	171	15	2018-11-14	10
3606	289	15	2018-05-10	4
3607	161	15	2018-06-23	9
3608	47	15	2019-03-18	6
3609	28	15	2019-02-01	1
3610	132	15	2018-06-21	7
3611	117	15	2018-05-28	4
3612	62	15	2018-06-03	8
3613	317	15	2018-12-06	7
3614	51	15	2019-01-22	10
3615	299	15	2018-09-17	10
3616	142	15	2019-05-05	5
3617	55	15	2018-11-29	3
3618	141	15	2019-04-14	8
3619	250	15	2019-04-16	7
3620	303	15	2018-05-30	8
3621	210	15	2018-09-16	9
3622	297	15	2019-04-24	4
3623	12	15	2018-10-06	5
3624	261	15	2018-05-16	7
3625	81	15	2019-02-20	4
3626	308	15	2018-07-19	4
3627	139	15	2019-02-17	10
3628	24	15	2018-06-06	3
3629	95	15	2018-07-16	8
3630	314	15	2018-07-06	10
3631	146	15	2019-04-16	1
3632	231	15	2018-07-30	2
3633	140	15	2019-05-11	9
3634	23	15	2019-03-20	5
3635	313	15	2019-05-25	8
3636	115	15	2018-11-05	2
3637	49	15	2018-04-23	6
3638	319	15	2018-11-07	9
3639	7	15	2018-12-20	2
3640	1	15	2019-04-17	4
3641	97	15	2018-08-20	3
3642	80	15	2018-05-01	6
3643	213	15	2018-10-12	5
3644	226	15	2018-12-29	8
3645	77	15	2018-08-20	9
3646	56	15	2019-03-07	2
3647	122	15	2018-10-19	10
3648	166	15	2018-11-08	3
3649	31	15	2018-10-27	3
3650	121	15	2018-10-10	4
3651	20	15	2019-02-07	7
3652	184	15	2018-10-23	9
3653	88	15	2019-04-14	5
3654	160	15	2018-08-21	10
3655	177	15	2018-08-02	1
3656	53	15	2018-09-15	10
3657	79	15	2018-08-18	7
3658	232	15	2018-08-31	8
3659	126	15	2018-05-03	6
3660	284	15	2018-10-30	5
3661	309	15	2018-04-28	3
3662	304	15	2018-08-10	3
3663	238	15	2019-03-15	7
3664	268	15	2018-08-11	7
3665	48	15	2018-05-01	10
3666	302	15	2019-04-17	2
3667	110	15	2018-06-14	10
3668	2	15	2018-05-04	2
3669	258	15	2018-06-08	8
3670	145	15	2018-10-28	4
3671	150	15	2018-08-14	1
3672	18	15	2019-02-03	7
3673	73	15	2018-06-28	10
3674	200	15	2018-09-30	5
3675	119	15	2018-12-30	6
3676	247	15	2019-01-15	9
3677	42	15	2018-12-17	9
3678	5	15	2018-07-04	6
3679	220	15	2018-07-10	10
3680	185	15	2019-01-29	4
3681	159	15	2019-03-06	10
3682	16	15	2018-05-21	9
3683	9	15	2018-05-02	1
3684	41	15	2019-04-14	7
3685	192	15	2018-07-22	9
3686	87	15	2018-07-31	6
3687	43	15	2019-02-23	2
3688	101	15	2018-06-20	5
3689	241	15	2019-02-20	8
3690	70	15	2018-07-20	4
3691	135	15	2019-05-12	8
3692	182	15	2019-02-24	7
3693	27	15	2018-12-19	8
3694	280	15	2019-01-31	10
3695	118	15	2018-10-18	2
3696	60	15	2019-05-08	4
3697	29	15	2019-02-13	6
3698	173	15	2018-11-07	10
3699	214	15	2018-11-26	9
3700	264	15	2019-04-05	6
3701	295	15	2019-03-07	4
3702	52	15	2018-07-02	4
3703	237	15	2018-09-29	2
3704	216	15	2018-12-19	10
3705	25	15	2019-01-12	8
3706	316	15	2019-04-26	2
3707	164	15	2018-06-10	1
3708	69	15	2019-01-29	10
3709	279	15	2018-11-24	3
3710	8	15	2018-05-25	8
3711	197	15	2019-01-19	6
3712	116	15	2019-01-10	1
3713	152	15	2018-09-03	4
3714	130	15	2018-05-09	8
3715	19	15	2018-11-26	8
3716	39	15	2018-11-28	2
3717	205	15	2018-09-22	1
3718	109	15	2018-11-19	2
3719	260	15	2018-11-16	4
3720	61	15	2019-03-19	6
3721	287	15	2018-12-27	8
3722	240	15	2019-01-22	7
3723	6	15	2018-11-11	1
